ticket_id,date_submitted,channel,category,text,word_count,sentiment_label,intent_label,resolution_status,response_time_hours,csat_score,agent_id
TKT-01436,2024-05-13,social_media,returns,i have a positive experience regarding returns. this is a escalation request.,12,positive,escalation_request,resolved,43.8,5.0,agt-013
TKT-00644,2024-08-20,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,escalated,59.6,2.0,agt-018
TKT-00097,2024-10-02,email,billing,is there a way to get an itemized bill for my records?,12,neutral,inquiry,resolved,10.2,2.0,agt-027
TKT-00585,2024-02-14,social_media,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,pending,70.3,,agt-039
TKT-01215,2024-02-29,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,escalated,48.3,1.0,agt-032
TKT-00157,2024-01-29,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,59.9,2.0,agt-046
TKT-00420,2024-10-14,social_media,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,61.9,1.0,agt-014
TKT-00411,2024-02-17,phone_transcript,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,resolved,29.0,3.0,agt-031
TKT-01223,2024-07-24,chat,shipping,i have a negative experience regarding shipping. this is a cancellation.,11,negative,cancellation,resolved,3.7,1.0,agt-028
TKT-00478,2024-11-09,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,44.6,3.0,agt-015
TKT-00515,2024-07-15,chat,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,unresolved,5.2,1.0,agt-028
TKT-01286,2024-12-23,email,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,16.6,1.0,agt-010
TKT-01454,2024-01-21,phone_transcript,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,59.3,1.0,agt-023
TKT-01119,2024-10-02,phone_transcript,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,escalated,9.2,5.0,agt-002
TKT-00448,2024-04-13,chat,billing,i have a neutral experience regarding billing. this is a cancellation.,11,,cancellation,escalated,8.2,2.0,agt-025
TKT-00179,2024-08-29,email,account,i have a neutral experience regarding account. this is a complaint.,11,,complaint,resolved,7.7,4.0,agt-011
TKT-00391,2024-09-19,chat,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,resolved,3.3,3.0,agt-012
TKT-01290,2024-08-19,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,pending,2.6,,agt-033
TKT-01308,2024-09-15,chat,returns,i have a positive experience regarding returns. this is a feedback.,11,positive,feedback,escalated,57.7,4.0,agt-020
TKT-01367,2024-10-17,chat,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,,complaint,resolved,18.7,5.0,agt-003
TKT-01048,2024-11-25,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,pending,22.7,,agt-006
TKT-01143,2024-11-12,chat,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,escalated,36.5,4.0,agt-047
TKT-00635,2024-07-15,chat,billing,i have a negative experience regarding billing. this is a feedback.,11,negative,feedback,resolved,22.6,5.0,agt-008
TKT-00866,2024-08-23,email,returns,i have a neutral experience regarding returns. this is a cancellation.,11,neutral,cancellation,resolved,13.7,4.0,agt-047
TKT-00788,2024-12-05,chat,returns,i have a neutral experience regarding returns. this is a complaint.,11,,complaint,pending,60.7,,agt-042
TKT-00745,2024-03-09,phone_transcript,account,i have a positive experience regarding account. this is a escalation request.,12,positive,escalation_request,pending,54.2,,agt-015
TKT-00860,2024-09-25,social_media,account,i have a neutral experience regarding account. this is a feedback.,11,neutral,feedback,pending,19.0,,agt-018
TKT-00295,2024-06-28,chat,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,,pending,18.9,,agt-025
TKT-00545,2024-02-05,social_media,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,resolved,39.1,1.0,agt-031
TKT-01363,2024-09-17,phone_transcript,billing,i have a neutral experience regarding billing. this is a feedback.,11,,feedback,resolved,16.1,4.0,agt-040
TKT-00089,2024-10-21,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,,pending,21.7,,agt-043
TKT-01032,2024-05-15,chat,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,pending,34.1,,agt-032
TKT-01380,2024-04-24,email,returns,i was told returns are free but now you're trying to charge me a restocking fee.,16,negative,complaint,resolved,49.8,1.0,agt-029
TKT-00577,2024-09-23,chat,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,escalated,46.6,3.0,agt-021
TKT-00907,2024-03-05,social_media,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,unresolved,45.9,3.0,agt-048
TKT-01388,2024-06-19,chat,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,49.1,4.0,agt-026
TKT-01092,2024-07-22,social_media,returns,i have a positive experience regarding returns. this is a cancellation.,11,positive,cancellation,resolved,49.3,5.0,agt-044
TKT-00944,2024-09-19,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,escalated,15.0,2.0,agt-044
TKT-00291,2024-06-21,social_media,billing,i have a neutral experience regarding billing. this is a cancellation.,11,neutral,cancellation,pending,22.1,,agt-028
TKT-01419,2024-03-13,email,returns,it's been 3 weeks and i still haven't received my refund. this is ridiculous.,14,negative,complaint,escalated,20.8,1.0,agt-038
TKT-01019,2024-08-02,email,technical support,the app crashes every time i try to export data. this is ruining my workflow and i need urgent help.,20,negative,escalation_request,resolved,19.3,3.0,agt-003
TKT-00349,2024-08-20,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,escalated,24.2,4.0,agt-024
TKT-00568,2024-03-08,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,,unresolved,26.1,2.0,agt-043
TKT-01413,2024-10-29,phone_transcript,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,resolved,29.9,4.0,agt-008
TKT-01059,2024-02-22,email,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,pending,52.7,,agt-007
TKT-00600,2024-02-27,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,resolved,6.1,4.0,agt-007
TKT-00459,2024-10-22,phone_transcript,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,27.8,4.0,agt-028
TKT-00376,2024-06-25,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,15.6,5.0,agt-012
TKT-00334,2024-07-13,email,billing,i was charged twice for my subscription this month and i need a refund immediately. this is completely unacceptable.,19,negative,complaint,resolved,9.3,1.0,agt-020
TKT-00757,2024-02-26,social_media,technical support,i have a neutral experience regarding technical support. this is a cancellation.,12,neutral,cancellation,resolved,9.7,2.0,agt-014
TKT-01324,2024-03-11,email,billing,i have a positive experience regarding billing. this is a feedback.,11,positive,feedback,resolved,23.3,2.0,agt-043
TKT-00712,2024-05-08,social_media,technical support,i have a positive experience regarding technical support. this is a cancellation.,12,positive,cancellation,resolved,60.5,3.0,agt-038
TKT-01390,2024-02-02,social_media,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,pending,34.4,,agt-039
TKT-00567,2024-09-02,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,pending,58.4,,agt-032
TKT-00329,2024-01-20,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,38.7,3.0,agt-049
TKT-00319,2024-10-31,phone_transcript,billing,i have a negative experience regarding billing. this is a feedback.,11,negative,feedback,pending,44.0,,agt-005
TKT-01303,2024-07-27,social_media,shipping,"super fast shipping, thank you! will definitely order again.",9,positive,feedback,pending,26.3,,agt-022
TKT-00953,2024-01-09,email,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,resolved,41.1,5.0,agt-011
TKT-00013,2024-05-03,phone_transcript,returns,i have a positive experience regarding returns. this is a cancellation.,11,positive,cancellation,resolved,63.3,5.0,agt-005
TKT-00172,2024-10-25,chat,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,escalated,34.9,2.0,agt-025
TKT-00261,2024-10-18,chat,billing,i have a negative experience regarding billing. this is a cancellation.,11,negative,cancellation,resolved,30.6,2.0,agt-050
TKT-00820,2024-10-02,email,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,,complaint,escalated,13.7,4.0,agt-035
TKT-01495,2024-04-28,chat,account,i have a neutral experience regarding account. this is a cancellation.,11,neutral,cancellation,resolved,6.9,1.0,agt-011
TKT-00797,2024-02-21,phone_transcript,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,escalated,0.7,4.0,agt-009
TKT-00139,2024-05-27,social_media,billing,i have a neutral experience regarding billing. this is a escalation request.,12,neutral,escalation_request,resolved,17.5,1.0,agt-040
TKT-00550,2024-10-01,social_media,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,unresolved,11.2,3.0,agt-010
TKT-00616,2024-09-10,email,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,resolved,42.8,2.0,agt-021
TKT-00846,2024-02-25,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,,resolved,57.2,1.0,agt-044
TKT-00778,2024-12-06,email,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,unresolved,71.2,4.0,agt-025
TKT-00559,2024-05-25,email,technical support,i have a positive experience regarding technical support. this is a cancellation.,12,positive,cancellation,pending,15.5,,agt-049
TKT-00140,2024-01-09,social_media,returns,i have a positive experience regarding returns. this is a escalation request.,12,positive,escalation_request,pending,45.7,,agt-019
TKT-01310,2024-08-19,email,billing,i have a neutral experience regarding billing. this is a escalation request.,12,neutral,escalation_request,resolved,68.5,2.0,agt-045
TKT-01024,2024-01-25,phone_transcript,shipping,you shipped to the wrong address even though i updated it before the order was processed.,16,negative,complaint,resolved,40.8,4.0,agt-019
TKT-00225,2024-11-04,chat,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,68.2,1.0,agt-021
TKT-00964,2024-02-13,chat,technical support,can i integrate your service with zapier?,7,neutral,inquiry,resolved,21.8,5.0,agt-007
TKT-00410,2024-11-20,phone_transcript,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,56.9,1.0,agt-027
TKT-00326,2024-07-30,social_media,technical support,the app crashes every time i try to export data. this is ruining my workflow and i need urgent help.,20,negative,escalation_request,pending,4.4,,agt-022
TKT-00300,2024-07-03,social_media,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,0.8,1.0,agt-031
TKT-00994,2024-02-09,chat,account,i have a positive experience regarding account. this is a escalation request.,12,positive,escalation_request,escalated,4.6,3.0,agt-039
TKT-01033,2024-04-19,email,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,unresolved,0.7,1.0,agt-012
